entry_id,Q4829,Q4830,Q4831,Q4832,Q4833,Q4834,Q4835,Q4836,Q4838,Q4849,Q4852,Q4853,Q4854,Q4855,Q4856,Q4858,weight
1326,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0
1324,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1297,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1294,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1290,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,1.0
1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1265,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0
1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0
1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0
1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,0.0,0.0,,1.0
1232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0
1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,1.0,1.0
1219,,1.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1207,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0
1203,1.0,1.0,0.0,,0.0,0.0,0.0,,1.0,1.0,,,,,0.0,1.0,1.0
1176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
1160,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,1.0
1158,1.0,,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1144,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,,1.0
1120,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,1.0
1117,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,,1.0,1.0,1.0
1078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0
1074,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,1.0,1.0
1058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1042,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,,,1.0
1030,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,1.0
1029,1.0,1.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,,,,,,1.0
1659,0.0,,,,,,,,,,,,,,,,1.0
1551,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,1.0,,1.0
1429,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,1.0
1356,0.0,,,,,,,,,,,,,,,,1.0
1338,0.0,,,,,,,,,,,,,,,,1.0
592,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
580,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.5
580,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.5
577,,,,0.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0
570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,1.0,,1.0
535,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0
534,1.0,1.0,0.0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
526,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
493,1.0,,,,,,,,1.0,,,,,,,1.0,1.0
492,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
490,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
485,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,1.0,1.0,1.0
484,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0
479,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0
477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,1.0
476,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
472,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
439,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
424,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
420,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
400,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
395,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0
390,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
383,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0
374,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,,,,1.0,1.0,1.0
361,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
358,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
355,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0
354,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
299,,,,,,0.0,,,1.0,1.0,,,,,1.0,1.0,1.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0
263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
230,1.0,1.0,0.0,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
228,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
212,0.0,1.0,0.0,,,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0
211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
211,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
190,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
182,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0
176,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0
589,1.0,1.0,0.0,0.0,,,,0.0,,1.0,,0.0,1.0,1.0,1.0,,1.0
565,1.0,,,,,,,,1.0,1.0,,,,,,,1.0
462,1.0,,,,,,,,,,,,,,,,1.0
387,0.0,,,,,,,,,,,,,,,,1.0
342,1.0,1.0,,,,,,,,,,,,,,,1.0
287,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0
255,1.0,,,,,,,,0.0,,,,,,,,1.0
245,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0
227,1.0,0.0,0.0,,,0.0,1.0,,1.0,,,,,,,,1.0
199,1.0,,,,,,,1.0,,,,,,,,,1.0
195,1.0,,,,,,,,1.0,,,,,,,,1.0
193,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0
187,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0
185,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0
184,1.0,,,,,,,1.0,1.0,,,,,,,,1.0
180,1.0,1.0,,,,,,,1.0,,,,,,,,1.0
178,1.0,1.0,,,,,,,1.0,,,,,,,,1.0
595,,1.0,0.0,,,,,,,,,,,,,,1.0
574,,1.0,0.0,,,,,,1.0,1.0,,,,,1.0,,1.0
240,,1.0,,,,,,,1.0,1.0,,,,,,,1.0
594,,,,,,,,,1.0,,,,,,,,1.0
571,,,,,,,,,1.0,1.0,,,,,1.0,,1.0
482,,,,,,,,,1.0,,,,,,,,1.0
471,,,,,,,,,1.0,,,,,,,,1.0
468,,,,,,,,,1.0,,,,,,,,1.0
465,,,,,,,,,1.0,,,,,,,,1.0
459,,,,,,,,,1.0,,,,,,,,1.0
458,,,,,,,,,1.0,,,,,,,,1.0
457,,,,,,,,,1.0,,,,,,,,1.0
453,,,,,,,,,1.0,,,,,,,,1.0
444,,,,,,,,,1.0,,,,,,,,1.0
443,,,,,,,,,1.0,,,,,,,,1.0
435,,,,,,,,,1.0,,,,,,,,1.0
406,,,,,,,,,1.0,,,,,,,,1.0
300,,,,,,,,,1.0,1.0,1.0,,,,,,1.0
189,,,,,,,,,1.0,1.0,,,,,,,1.0
186,,,,,,,,,1.0,1.0,1.0,,,,,,1.0
590,,,,,,,,,,,,1.0,,,,,1.0
